1,2,3,4,5,6,7,8,9,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1003,1249,1502,1747,1997,2254,2502,2751,3003,3252,3498,3746,3996,4252,4503,4749,4993,5242,5492,5758,5993,6248,6502,6748,7008,7252,7507,7759,8004,8247,8506,8750,8994,9246,9495,9750,10006
413751,268501,427412,692098,794569,976634,1525055,1486051,1398309,1774610,3121377,4625770,6183049,7781157,10268751,10667323,13035661,14248812,16076837,27840191,42739713,51713382,68852227,91466266,88959415,117213008,115516739,123798969,186146544,224213514,260696479,336853794,398361002,439493117,502301308,530328773,594813745,641666396,690470388,738666011,843146959,864959143,923872668,963245511,989884698,1051399556,1103065624,2110752559,1210639963,1252505409,1311473482,1342047808,1443833080,1444051987,1504425627,1548280368,1585905702,1663114917,1698517302,1743153982,1808815949,1828566070,1878279167,1948268690
