1,2,3,4,5,6,7,8,9,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,997,1248,1502,1746,2000,2248,2502,2747,3000,3246,3504,3751,3997,4247,4497,4748,4998,5243,5492,5751,5992,6251,6497,6741,6995,7248,7504,7753,8001,8244,8507,8758,9000,9255,9491,9743,10003
2081820,3871875,1617520,2836316,1890394,2266264,2610386,2624996,2565582,2655738,4828443,9791532,9643364,12491205,12161131,13986064,12678590,14619696,14860359,28198068,72206578,65922865,84344288,71027245,80751837,92811653,127543628,110321579,154011939,243021554,242494725,287187215,384274854,381579834,442352152,494209599,513095926,585541031,607341132,654473586,694163036,709146647,767821710,812400439,850562577,897625236,941141674,990173400,1037879455,1071694196,1114211741,1157424705,1197583562,1234501613,1282371817,1317988283,1363567342,1403545047,2711231832,1489451710,1550762239,1606794800,1664601980,1700264868
