1,2,3,4,5,6,7,8,9,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1003,1251,1504,1750,2003,2250,2497,2753,3003,3252,3498,3747,3999,4248,4498,4749,5006,5259,5491,5748,5992,6247,6505,6753,7005,7256,7497,7756,7992,8250,8493,8752,9000,9246,9499,9752,9995
4321,4669,3730,4500,6226,7157,8802,11184,10796,10971,25885,48321,52321,75555,74802,86554,95723,113176,126412,201003,276886,346798,407165,424513,511733,651703,631466,693760,814534,990735,1083845,1273562,1365553,1526614,1713623,1813222,2022119,1938366,2214294,1939382,2309796,2330577,2705991,2769809,3197958,3429004,2911068,2972797,3198775,3142293,3293697,3537284,3436815,3749821,3711485,4290711,4032409,4057796,4298790,4388508,4816714,4771501,4646866,4864018
